name,stock,description,price,sale_discount,is_on_sale,image_url,sale_date_end
Foie Gras,759,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",85.96,0.02,true,http://dummyimage.com/101x100.png/ff4444/ffffff,11/28/2023
"Leeks - Baby, White",527,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",35.19,0.8,false,http://dummyimage.com/214x100.png/cc0000/ffffff,11/20/2023
Pizza Pizza Dough,154,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",36.42,0.87,false,http://dummyimage.com/239x100.png/cc0000/ffffff,7/21/2024
Mussels - Frozen,905,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",74.83,0.73,false,http://dummyimage.com/110x100.png/dddddd/000000,1/17/2024
"Pepper - Black, Whole",234,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,18.19,0.62,false,http://dummyimage.com/196x100.png/cc0000/ffffff,8/15/2023
Chinese Foods - Pepper Beef,730,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",59.69,0.14,true,http://dummyimage.com/174x100.png/cc0000/ffffff,6/24/2024
Pepper - Roasted Red,342,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",30.57,0.14,false,http://dummyimage.com/205x100.png/dddddd/000000,11/5/2023
Veal - Striploin,264,Nam dui.,42.58,0.03,false,http://dummyimage.com/143x100.png/5fa2dd/ffffff,10/23/2023
Vol Au Vents,135,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",77.11,0.65,true,http://dummyimage.com/103x100.png/5fa2dd/ffffff,6/8/2024
"Lentils - Green, Dry",440,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",80.86,0.08,false,http://dummyimage.com/145x100.png/cc0000/ffffff,3/8/2024
Icecream Cone - Areo Chocolate,557,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",18.86,0.82,false,http://dummyimage.com/226x100.png/dddddd/000000,10/5/2023
Sauce - Rosee,549,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,8.95,0.99,false,http://dummyimage.com/139x100.png/cc0000/ffffff,6/13/2024
Lentils - Green Le Puy,112,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",10.74,0.45,false,http://dummyimage.com/178x100.png/dddddd/000000,6/17/2023
Mackerel Whole Fresh,623,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",57.78,1.0,true,http://dummyimage.com/110x100.png/cc0000/ffffff,1/13/2024
Cheese - Cheddar With Claret,965,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",42.5,0.86,true,http://dummyimage.com/238x100.png/5fa2dd/ffffff,10/29/2023
Broom - Corn,195,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",65.74,0.35,true,http://dummyimage.com/226x100.png/5fa2dd/ffffff,2/15/2024
Hummus - Spread,658,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",54.94,0.43,true,http://dummyimage.com/250x100.png/cc0000/ffffff,11/29/2023
"Cake Circle, Paprus",515,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",13.43,0.54,false,http://dummyimage.com/207x100.png/5fa2dd/ffffff,7/24/2023
"Butter - Salted, Micro",2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,62.85,0.49,true,http://dummyimage.com/142x100.png/5fa2dd/ffffff,6/7/2024
Flour - Rye,267,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",90.42,0.08,true,http://dummyimage.com/249x100.png/5fa2dd/ffffff,7/3/2024
Fond - Chocolate,454,Etiam faucibus cursus urna.,41.6,0.09,true,http://dummyimage.com/168x100.png/cc0000/ffffff,9/12/2023
"Tuna - Canned, Flaked, Light",283,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",49.94,0.66,false,http://dummyimage.com/142x100.png/ff4444/ffffff,12/9/2023
Godiva White Chocolate,575,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",52.94,0.49,true,http://dummyimage.com/144x100.png/cc0000/ffffff,8/2/2024
"Pasta - Penne, Rigate, Dry",36,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",6.82,0.19,false,http://dummyimage.com/163x100.png/cc0000/ffffff,11/21/2023
Wine - Domaine Boyar Royal,320,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",93.96,0.98,false,http://dummyimage.com/225x100.png/dddddd/000000,10/3/2023
Sambuca - Ramazzotti,483,Ut at dolor quis odio consequat varius.,58.67,0.13,false,http://dummyimage.com/219x100.png/cc0000/ffffff,7/13/2023
Pork Ham Prager,741,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,82.75,0.07,true,http://dummyimage.com/155x100.png/5fa2dd/ffffff,12/21/2023
Sauce - Soy Low Sodium - 3.87l,281,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",43.74,0.21,true,http://dummyimage.com/217x100.png/ff4444/ffffff,12/12/2023
"Oil - Olive, Extra Virgin",763,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",99.72,0.22,true,http://dummyimage.com/147x100.png/ff4444/ffffff,10/26/2023
Hinge W Undercut,599,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",62.55,0.93,false,http://dummyimage.com/212x100.png/5fa2dd/ffffff,4/3/2024
Island Oasis - Mango Daiquiri,155,Morbi porttitor lorem id ligula.,63.31,0.56,false,http://dummyimage.com/228x100.png/cc0000/ffffff,6/19/2024
Oats Large Flake,737,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",88.72,0.03,true,http://dummyimage.com/173x100.png/ff4444/ffffff,4/16/2024
Dates,29,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",11.02,0.12,false,http://dummyimage.com/207x100.png/5fa2dd/ffffff,4/23/2024
"Bag - Bread, White, Plain",346,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",19.72,0.83,false,http://dummyimage.com/155x100.png/dddddd/000000,11/19/2023
Corn - Mini,673,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",19.09,0.1,true,http://dummyimage.com/160x100.png/ff4444/ffffff,2/27/2024
Cheese - Camembert,499,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",73.57,0.75,true,http://dummyimage.com/159x100.png/ff4444/ffffff,11/14/2023
Skewers - Bamboo,83,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",7.97,0.63,true,http://dummyimage.com/219x100.png/ff4444/ffffff,6/8/2024
"Nut - Almond, Blanched, Sliced",782,In quis justo.,55.34,0.45,false,http://dummyimage.com/130x100.png/ff4444/ffffff,7/19/2024
Bandage - Finger Cots,968,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",10.41,0.75,true,http://dummyimage.com/160x100.png/dddddd/000000,9/29/2024
Cream Of Tartar,681,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",18.57,0.97,false,http://dummyimage.com/186x100.png/5fa2dd/ffffff,8/9/2024
Beans - Green,2,Nunc purus.,13.47,0.37,true,http://dummyimage.com/169x100.png/cc0000/ffffff,1/10/2024
Beef - Flank Steak,665,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",80.25,0.32,false,http://dummyimage.com/200x100.png/ff4444/ffffff,8/12/2023
Muffin Mix - Oatmeal,275,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",64.97,0.4,false,http://dummyimage.com/106x100.png/cc0000/ffffff,10/14/2023
"Jam - Strawberry, 20 Ml Jar",850,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",60.65,0.99,false,http://dummyimage.com/248x100.png/cc0000/ffffff,10/27/2023
"Beer - Alexander Kieths, Pale Ale",882,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.",95.76,0.06,true,http://dummyimage.com/182x100.png/cc0000/ffffff,10/9/2023
Banana - Leaves,37,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",98.09,0.64,false,http://dummyimage.com/100x100.png/cc0000/ffffff,7/25/2024
Yeast Dry - Fermipan,781,Curabitur convallis.,2.27,0.48,false,http://dummyimage.com/116x100.png/dddddd/000000,8/24/2023
Sugar - Fine,399,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",56.15,0.77,true,http://dummyimage.com/230x100.png/dddddd/000000,8/1/2024
Chick Peas - Dried,275,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",33.24,0.2,true,http://dummyimage.com/191x100.png/ff4444/ffffff,1/25/2024
"Pasta - Cappellini, Dry",658,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0.0,0.28,true,http://dummyimage.com/125x100.png/5fa2dd/ffffff,3/22/2024
Beef - Inside Round,227,Mauris ullamcorper purus sit amet nulla.,94.91,0.87,true,http://dummyimage.com/137x100.png/dddddd/000000,3/31/2024
Wood Chips - Regular,673,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",49.63,0.17,false,http://dummyimage.com/102x100.png/dddddd/000000,6/6/2024
Couscous,68,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",72.83,0.25,false,http://dummyimage.com/173x100.png/dddddd/000000,10/10/2023
"Nut - Walnut, Pieces",907,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",4.06,0.59,true,http://dummyimage.com/175x100.png/cc0000/ffffff,6/17/2023
"Yogurt - Raspberry, 175 Gr",981,Quisque ut erat. Curabitur gravida nisi at nibh.,71.6,0.16,false,http://dummyimage.com/107x100.png/5fa2dd/ffffff,12/5/2023
Shrimp - Black Tiger 8 - 12,259,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",36.75,0.98,false,http://dummyimage.com/173x100.png/ff4444/ffffff,9/3/2024
Vinegar - Tarragon,200,Nulla nisl. Nunc nisl.,51.56,0.58,false,http://dummyimage.com/242x100.png/5fa2dd/ffffff,9/9/2024
"Lamb - Leg, Boneless",443,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,45.93,0.55,false,http://dummyimage.com/201x100.png/cc0000/ffffff,12/18/2023
Shrimp - 31/40,981,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",26.7,0.99,false,http://dummyimage.com/240x100.png/cc0000/ffffff,11/20/2023
Marjoram - Fresh,804,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",92.56,0.64,false,http://dummyimage.com/100x100.png/ff4444/ffffff,8/18/2024
Paste - Black Olive,841,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",57.01,0.4,false,http://dummyimage.com/201x100.png/dddddd/000000,1/1/2024
Alize Gold Passion,716,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",41.13,0.16,false,http://dummyimage.com/155x100.png/cc0000/ffffff,4/22/2024
"Pepper - Paprika, Spanish",873,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,4.25,0.95,true,http://dummyimage.com/163x100.png/5fa2dd/ffffff,2/29/2024
Sauce - Salsa,691,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",52.51,0.45,true,http://dummyimage.com/224x100.png/cc0000/ffffff,9/9/2024
Grapes - Red,935,Phasellus sit amet erat.,66.36,0.84,true,http://dummyimage.com/207x100.png/ff4444/ffffff,8/16/2023
Wine - Chablis 2003 Champs,757,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",71.0,0.07,false,http://dummyimage.com/197x100.png/cc0000/ffffff,8/27/2024
Vinegar - Rice,149,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",89.09,0.53,false,http://dummyimage.com/148x100.png/ff4444/ffffff,7/10/2024
Ecolab - Ster Bac,623,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",34.97,0.9,false,http://dummyimage.com/134x100.png/ff4444/ffffff,8/20/2024
Yams,426,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,98.3,0.43,false,http://dummyimage.com/205x100.png/dddddd/000000,2/16/2024
Parsley - Fresh,264,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",55.75,0.19,true,http://dummyimage.com/128x100.png/ff4444/ffffff,5/25/2024
Boogies,361,"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",99.84,0.54,false,http://dummyimage.com/171x100.png/5fa2dd/ffffff,7/11/2024
Muffin Mix - Banana Nut,738,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",93.61,0.69,true,http://dummyimage.com/222x100.png/dddddd/000000,4/28/2024
Pepper - Pablano,791,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",9.74,0.15,false,http://dummyimage.com/205x100.png/ff4444/ffffff,4/21/2024
Neckerchief Blck,269,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,41.59,0.23,true,http://dummyimage.com/206x100.png/dddddd/000000,3/9/2024
General Purpose Trigger,286,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,34.42,0.11,true,http://dummyimage.com/114x100.png/ff4444/ffffff,9/25/2024
"Doilies - 12, Paper",57,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,20.61,0.37,true,http://dummyimage.com/170x100.png/ff4444/ffffff,11/16/2023
The Pop Shoppe - Root Beer,960,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,70.39,0.49,false,http://dummyimage.com/152x100.png/dddddd/000000,8/4/2023
Muffin Orange Individual,527,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",5.22,0.48,true,http://dummyimage.com/233x100.png/dddddd/000000,6/10/2024
Pastry - Raisin Muffin - Mini,430,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",83.25,0.83,false,http://dummyimage.com/208x100.png/ff4444/ffffff,9/8/2023
Truffle Cups - White Paper,971,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",61.48,0.03,true,http://dummyimage.com/140x100.png/dddddd/000000,4/22/2024
Eggwhite Frozen,638,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",47.65,0.01,false,http://dummyimage.com/235x100.png/cc0000/ffffff,5/20/2024
"Veal - Shank, Pieces",158,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,88.75,0.08,true,http://dummyimage.com/218x100.png/dddddd/000000,9/1/2024
Irish Cream - Baileys,825,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",18.35,0.75,true,http://dummyimage.com/167x100.png/5fa2dd/ffffff,6/6/2024
Ecolab - Power Fusion,395,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",70.77,0.14,false,http://dummyimage.com/212x100.png/ff4444/ffffff,2/2/2024
Pork - European Side Bacon,443,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",71.45,0.71,true,http://dummyimage.com/109x100.png/cc0000/ffffff,6/8/2024
